page_number,zpid,url,imgHouse,address,price,unformattedPrice,latLong,isHomeRecomendation,brokerName,homeType,beds,baths,areas,livingArea,taxAssessedValue,lotAreaValue,lotAreaUnit,daysOnZillow,zestimate,statusType,homeStatus
3,443107823,https://www.zillow.com/homedetails/249-W-End-Ave-New-York-NY-10023/443107823_zpid/,https://photos.zillowstatic.com/fp/5cf6a2e072249d13c6d943f67cd7408d-p_e.jpg,"249 W End Ave, New York, NY 10023","$2,500,000",2500000,"{'latitude': 40.779488, 'longitude': -73.98502}",False,Listing by: Douglas Elliman,TOWNHOUSE,7,8,0,0,,,,236,2363000,FOR_SALE,FOR_SALE
3,30588768,https://www.zillow.com/homedetails/13-Windsor-Pl-Brooklyn-NY-11215/30588768_zpid/,https://photos.zillowstatic.com/fp/df91927869338498789e191b2d8350b4-p_e.jpg,"13 Windsor Pl, Brooklyn, NY 11215","$2,699,000",2699000,"{'latitude': 40.66192, 'longitude': -73.98474}",False,Listing by: RE MAX Team,MULTI_FAMILY,5,3,2142,2142,2671000,,,5,2799300,FOR_SALE,FOR_SALE
3,339204205,https://www.zillow.com/homedetails/464-W-51st-St-APT-3E-Manhattan-NY-10019/339204205_zpid/,https://photos.zillowstatic.com/fp/e0993352e43a83fbeff1034fb0785d8d-p_e.jpg,"464 W 51st St APT 3E, Manhattan, NY 10019","$350,000",350000,"{'latitude': 40.765, 'longitude': -73.99099}",False,Listing by: Brown Harris Stevens,CONDO,1,1,625,625,,,,33,,FOR_SALE,FOR_SALE
3,2059103741,https://www.zillow.com/homedetails/506-W-145th-St-4D-New-York-NY-10031/2059103741_zpid/,https://photos.zillowstatic.com/fp/abe35ecbe266fc80a491838529450dbf-p_e.jpg,"506 W 145th St #4D, New York, NY 10031","$135,000",135000,"{'latitude': 40.82527, 'longitude': -73.94843}",False,Listing by: Compass,CONDO,1,1,0,0,,,,34,,FOR_SALE,FOR_SALE
3,32095104,https://www.zillow.com/homedetails/4526-Zion-St-Flushing-NY-11362/32095104_zpid/,https://photos.zillowstatic.com/fp/24f5cc8ca0baec695f961ec43fb1b565-p_e.jpg,"4526 Zion St, Flushing, NY 11362","$1,388,000",1388000,"{'latitude': 40.766678, 'longitude': -73.73806}",False,Listing by: B Square Realty,SINGLE_FAMILY,3,2,1656,1656,936000,,,10,1374600,FOR_SALE,FOR_SALE
3,449319167,https://www.zillow.com/homedetails/111-W-57th-St-UNIT-QUADPLEX-80-New-York-NY-10019/449319167_zpid/,https://photos.zillowstatic.com/fp/328c6298c5fddc111645df0a99b7b18f-p_e.jpg,"111 W 57th St UNIT QUADPLEX 80, New York, NY 10019","$110,000,000",110000000,"{'latitude': 40.764774, 'longitude': -73.97785}",False,Listing by: Sotheby's International Realty,CONDO,5,8,11480,11480,,,,115,,FOR_SALE,FOR_SALE
3,2054481177,https://www.zillow.com/homedetails/212-E-Tremont-Ave-9-Bronx-NY-10457/2054481177_zpid/,https://photos.zillowstatic.com/fp/edee52e76de68669be34cdfea639c8df-p_e.jpg,"212 E Tremont Ave #9, Bronx, NY 10457","$239,000",239000,"{'latitude': 40.848816, 'longitude': -73.90534}",False,Listing by: RealTegrity NY LLC,CONDO,3,1,1100,1100,,,,314,,FOR_SALE,FOR_SALE
3,32289103,https://www.zillow.com/homedetails/306-Todt-Hill-Rd-Staten-Island-NY-10314/32289103_zpid/,https://photos.zillowstatic.com/fp/f1d6c082bd5984aca750323d8bb3ea28-p_e.jpg,"306 Todt Hill Rd, Staten Island, NY 10314","$999,888",999888,"{'latitude': 40.605583, 'longitude': -74.11581}",False,Listing by: BHGRE Safari Realty,SINGLE_FAMILY,4,2,2359,2359,948000,9147.6,sqft,2,,FOR_SALE,FOR_SALE
3,32201982,https://www.zillow.com/homedetails/13720-Westgate-St-Jamaica-NY-11413/32201982_zpid/,https://photos.zillowstatic.com/fp/dbf946257434daaec630dfe70a038f12-p_e.jpg,"13720 Westgate Street, Springfield Gardens, NY 11413","$650,000",650000,"{'latitude': 40.673645, 'longitude': -73.76201}",False,Listing by: HomeSmart Dynamic Realty,SINGLE_FAMILY,3,3,1440,1440,533000,2760,sqft,33,,FOR_SALE,FOR_SALE
3,32002874,https://www.zillow.com/homedetails/6840-Manse-St-Forest-Hills-NY-11375/32002874_zpid/,https://photos.zillowstatic.com/fp/23ea0ecc68a63c5d541d25f5658f544f-p_e.jpg,"68-40 Manse Street, Forest Hills, NY 11375","$1,399,000",1399000,"{'latitude': 40.71368, 'longitude': -73.85517}",False,Listing by: E Realty International Corp,SINGLE_FAMILY,3,3,1616,1616,1031000,2500,sqft,3,,FOR_SALE,FOR_SALE
3,442462646,https://www.zillow.com/homedetails/343-E-74th-St-UNIT-PH-3-4D-New-York-NY-10021/442462646_zpid/,https://photos.zillowstatic.com/fp/f7e28c0e1c5b8082575d9c7717a08528-p_e.jpg,"343 E 74th St UNIT PH-3-4D, New York, NY 10021","$1,395,000",1395000,"{'latitude': 40.76977, 'longitude': -73.955734}",False,Listing by: Corcoran,CONDO,3,4,2200,2200,,,,261,,FOR_SALE,FOR_SALE
3,30649920,https://www.zillow.com/homedetails/737-Pine-St-Brooklyn-NY-11208/30649920_zpid/,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=40.66727066040039,-73.86864471435547&key=AIzaSyBWYJWCA8FNMQvSe_k3LKfDGJaEgdKwsco&signature=PTpHvZMovNsNGVxncvXritohGCM=","737 Pine St, Brooklyn, NY 11208","$499,999",499999,"{'latitude': 40.66727, 'longitude': -73.868645}",False,Listing by: JOSK REALTY LLC,MULTI_FAMILY,6,2,2000,2000,826000,3049.2,sqft,8,502200,FOR_SALE,FOR_SALE
3,219662253,https://www.zillow.com/homedetails/434-W-49th-St-APT-1W-New-York-NY-10019/219662253_zpid/,https://photos.zillowstatic.com/fp/6b9ef82db103423580ae62eee54ba625-p_e.jpg,"434 W 49th St APT 1W, New York, NY 10019","$480,000",480000,"{'latitude': 40.763317, 'longitude': -73.99108}",False,Listing by: Douglas Elliman,CONDO,2,1,0,0,,,,158,508200,FOR_SALE,FOR_SALE
3,2077469253,https://www.zillow.com/homedetails/64-41-Springfield-Blvd-B-Oakland-Gardens-NY-11364/2077469253_zpid/,https://photos.zillowstatic.com/fp/6ec3a75aba5264b93029695559a3f1ed-p_e.jpg,"64-41 Springfield Boulevard #B, Bayside, NY 11364","$359,000",359000,"{'latitude': 40.74614, 'longitude': -73.75494}",False,Listing by: Douglas Elliman Real Estate,CONDO,2,1,700,700,,,,18,,FOR_SALE,FOR_SALE
3,30653290,https://www.zillow.com/homedetails/494-E-96th-St-Brooklyn-NY-11212/30653290_zpid/,https://photos.zillowstatic.com/fp/7dde79c8e787952fd8d4d1fb4bae3d0f-p_e.jpg,"494 E 96th St, Brooklyn, NY 11212","$500,000",500000,"{'latitude': 40.655903, 'longitude': -73.91604}",False,Listing by: JOSHUAS REALTY,MULTI_FAMILY,16,4,0,0,409000,,,233,,FOR_SALE,FOR_SALE
3,32337369,https://www.zillow.com/homedetails/13-Ella-Pl-Staten-Island-NY-10306/32337369_zpid/,https://photos.zillowstatic.com/fp/21b4f938409b3d87bb9003d63e4e6ac2-p_e.jpg,"13 Ella Pl, Staten Island, NY 10306","$1,249,900",1249900,"{'latitude': 40.56628, 'longitude': -74.11934}",False,Listing by: Cornerstone Realty,SINGLE_FAMILY,4,2,1842,1842,838000,6098.4,sqft,3,1261500,FOR_SALE,FOR_SALE
3,32043022,https://www.zillow.com/homedetails/15110-33rd-Ave-Flushing-NY-11354/32043022_zpid/,https://photos.zillowstatic.com/fp/49f496ccca4f5f0e3592c58b6f217b96-p_e.jpg,"151-10 33rd Avenue, Flushing, NY 11354","$1,088,000",1088000,"{'latitude': 40.768494, 'longitude': -73.81267}",False,Listing by: RE/MAX 1st Choice,SINGLE_FAMILY,3,2,1488,1488,966000,2525,sqft,24,,FOR_SALE,FOR_SALE
3,31938539,https://www.zillow.com/homedetails/3409-29th-St-Long-Island-City-NY-11106/31938539_zpid/,https://photos.zillowstatic.com/fp/ef034b0152eb307a1d937c59c4aa55ad-p_e.jpg,"3409 29th St, Long Island City, NY 11106","$954,000",954000,"{'latitude': 40.76002, 'longitude': -73.92883}",False,Listing by: NYC Living Well Realty LLC,MULTI_FAMILY,4,3,3000,3000,1171000,,,27,,FOR_SALE,FOR_SALE
3,439855261,https://www.zillow.com/homedetails/212-30-23rd-Ave-1H-Bayside-NY-11360/439855261_zpid/,https://photos.zillowstatic.com/fp/4d3a4894b888e8e4aae5a178a3ef1d57-p_e.jpg,"212-30 23 Avenue #1H, Bayside, NY 11360","$369,000",369000,"{'latitude': 40.781723, 'longitude': -73.77742}",False,Listing by: Lovett Realty Inc,CONDO,2,2,1200,1200,,,,250,,FOR_SALE,FOR_SALE
3,32050954,https://www.zillow.com/homedetails/4953-Fresh-Meadow-Ln-Flushing-NY-11365/32050954_zpid/,https://photos.zillowstatic.com/fp/64a44fe3381f8ece25ac7fb235d00775-p_e.jpg,"4953 Fresh Meadow Lane, Fresh Meadows, NY 11365","$2,300,000",2300000,"{'latitude': 40.74568, 'longitude': -73.79418}",False,Listing by: Superstar Real Estate LLC,SINGLE_FAMILY,5,5,3905,3905,2399000,7950,sqft,5,,FOR_SALE,FOR_SALE
3,32058121,https://www.zillow.com/homedetails/26-44-211th-St-Flushing-NY-11360/32058121_zpid/,https://photos.zillowstatic.com/fp/79baaab0b1b9603e1a0a1d3d86c1f0c8-p_e.jpg,"26-44 211th Street, Bayside, NY 11360","$1,800,000",1800000,"{'latitude': 40.776524, 'longitude': -73.77858}",False,Listing by: Compass Greater NY LLC,SINGLE_FAMILY,4,4,,,1127000,5000,sqft,248,,FOR_SALE,FOR_SALE
3,244710103,https://www.zillow.com/homedetails/320-W-53rd-St-APT-2F-New-York-NY-10019/244710103_zpid/,https://photos.zillowstatic.com/fp/c2e67a95f2b08c6cef34da3962ca21df-p_e.jpg,"320 W 53rd St APT 2F, New York, NY 10019","$169,800",169800,"{'latitude': 40.764416, 'longitude': -73.98581}",False,Listing by: Owner,CONDO,0,1,405,405,4822000,,,15,,FOR_SALE,FOR_SALE
3,32003425,https://www.zillow.com/homedetails/6811-Dartmouth-St-Flushing-NY-11375/32003425_zpid/,https://photos.zillowstatic.com/fp/a3b679cd738ea39334eb5bbdf794a723-p_e.jpg,"6811 Dartmouth St, Flushing, NY 11375","$1,150,000",1150000,"{'latitude': 40.720207, 'longitude': -73.8522}",False,Listing by: Brown Harris Stevens Forest Hills LLC,SINGLE_FAMILY,3,1,1582,1582,1079000,,,2,1136400,FOR_SALE,FOR_SALE
3,143169805,https://www.zillow.com/homedetails/17-E-128th-St-New-York-NY-10035/143169805_zpid/,https://photos.zillowstatic.com/fp/a14b0eff580ec82b7d80be26e32c15c5-p_e.jpg,"17 E 128th Street, New York (Manhattan), NY 10035","$3,250,000",3250000,"{'latitude': 40.808125, 'longitude': -73.93977}",False,Listing by: Weichert Realtors Langer Homes,SINGLE_FAMILY,4,4,3225,3225,2305000,,,12,3190600,FOR_SALE,FOR_SALE
3,32324560,https://www.zillow.com/homedetails/25-Marie-St-Staten-Island-NY-10305/32324560_zpid/,https://photos.zillowstatic.com/fp/72cf3d3da0d900152ed42888507a7966-p_e.jpg,"25 Marie St, Staten Island, NY 10305","$1,125,000",1125000,"{'latitude': 40.601143, 'longitude': -74.08461}",False,Listing by: Neuhaus Realty Inc.,MULTI_FAMILY,5,4,2649,2649,530000,3051,sqft,8,882400,FOR_SALE,FOR_SALE
3,122142326,https://www.zillow.com/homedetails/1171-Ocean-Pkwy-APT-2J-Brooklyn-NY-11230/122142326_zpid/,https://photos.zillowstatic.com/fp/5d0e06d8e1233b2bc7bfce7f307c89fb-p_e.jpg,"1171 Ocean Pkwy APT 2J, Brooklyn, NY 11230","$385,000",385000,"{'latitude': 40.621944, 'longitude': -73.965546}",False,Listing by: TwoRealEstate LLC,CONDO,2,1,1150,1150,,,,2,416100,FOR_SALE,FOR_SALE
3,2069253786,https://www.zillow.com/homedetails/33-Park-Row-PENTHOUSE-1-New-York-NY-10038/2069253786_zpid/,https://photos.zillowstatic.com/fp/690019a725ec6075b6306af967422326-p_e.jpg,"33 Park Row #PENTHOUSE 1, New York, NY 10038","$13,750,000",13750000,"{'latitude': 40.7115, 'longitude': -74.007}",False,Listing by: Compass,CONDO,4,6,3534,3534,1517042,,,65,,FOR_SALE,FOR_SALE
3,30794730,https://www.zillow.com/homedetails/102-Bevy-Ct-Brooklyn-NY-11229/30794730_zpid/,https://photos.zillowstatic.com/fp/1e73cf9791d3cd5770096585208460a9-p_e.jpg,"102 Bevy Ct, Brooklyn, NY 11229","$622,999",622999,"{'latitude': 40.595783, 'longitude': -73.92964}",False,Listing by: Doreen Greenwood Inc.,SINGLE_FAMILY,4,2,1785,1785,504000,,,6,619000,FOR_SALE,FOR_SALE
3,72530453,https://www.zillow.com/homedetails/40-E-80th-St-APT-3A-New-York-NY-10075/72530453_zpid/,https://photos.zillowstatic.com/fp/a09d1a1727b71eac9a17da7443ad7e92-p_e.jpg,"40 E 80th St APT 3A, New York, NY 10075","$849,000",849000,"{'latitude': 40.77669, 'longitude': -73.96141}",False,Listing by: Brown Harris Stevens,CONDO,3,3,1911,1911,,,,86,,FOR_SALE,FOR_SALE
3,31533421,https://www.zillow.com/homedetails/14-E-64th-St-New-York-NY-10065/31533421_zpid/,https://photos.zillowstatic.com/fp/05e7cde447d14f2c164fd4a3917eb78e-p_e.jpg,"14 E 64th St, New York, NY 10065","$48,600,000",48600000,"{'latitude': 40.76685, 'longitude': -73.970024}",False,Listing by: SERHANT.,TOWNHOUSE,9,13,14400,14400,7385000,,,165,,FOR_SALE,FOR_SALE
3,452093875,https://www.zillow.com/homedetails/928-Rhinelander-Ave-UNIT-TOWNHOUSE-Bronx-NY-10462/452093875_zpid/,https://photos.zillowstatic.com/fp/298163b887c49946267fac789f45385d-p_e.jpg,"928 Rhinelander Ave UNIT TOWNHOUSE, Bronx, NY 10462","$615,000",615000,"{'latitude': 40.848854, 'longitude': -73.85987}",False,"Listing by: Christie's International Real Estate Group, LLC",MULTI_FAMILY,4,3,1566,1566,,,,72,,FOR_SALE,FOR_SALE
3,29850067,https://www.zillow.com/homedetails/98-Pilot-St-Bronx-NY-10464/29850067_zpid/,https://photos.zillowstatic.com/fp/49c02dadb195e9679fbe0e1a07583266-p_e.jpg,"98 Pilot Street, Bronx, NY 10464","$699,000",699000,"{'latitude': 40.840733, 'longitude': -73.785866}",False,Listing by: Keller Williams Realty Group,SINGLE_FAMILY,3,2,1368,1368,692000,0.05,sqft,18,,FOR_SALE,FOR_SALE
3,30706899,https://www.zillow.com/homedetails/2172-76th-St-Brooklyn-NY-11214/30706899_zpid/,https://photos.zillowstatic.com/fp/fd4101781e409a984daf1aaf2816842b-p_e.jpg,"2172 76th St, Brooklyn, NY 11214","$1,999,999",1999999,"{'latitude': 40.607674, 'longitude': -73.9886}",False,Listing by: Remax Edge,MULTI_FAMILY,8,5,3600,3600,1498000,,,3,1942800,FOR_SALE,FOR_SALE
3,32350099,https://www.zillow.com/homedetails/326-Lyndale-Ave-Staten-Island-NY-10312/32350099_zpid/,https://photos.zillowstatic.com/fp/c58ee4390a278e8431739084db019704-p_e.jpg,"326 Lyndale Ave, Staten Island, NY 10312","$1,150,000",1150000,"{'latitude': 40.535053, 'longitude': -74.15739}",False,Listing by: RE/MAX Edge,SINGLE_FAMILY,3,3,2060,2060,805000,5850,sqft,27,1133500,FOR_SALE,FOR_SALE
3,244595725,https://www.zillow.com/homedetails/562-Howard-Ave-A-Staten-Island-NY-10301/244595725_zpid/,https://photos.zillowstatic.com/fp/c81152c3387886defb9211de5e0f3b69-p_e.jpg,"562 Howard Ave #A, Staten Island, NY 10301","$285,000",285000,"{'latitude': 40.618835, 'longitude': -74.09491}",False,Listing by: CRM Real Estate,CONDO,2,1,850,850,1862000,871.2,sqft,1,,FOR_SALE,FOR_SALE
3,245010226,https://www.zillow.com/homedetails/8721-Bay-Pkwy-APT-3B-Brooklyn-NY-11214/245010226_zpid/,https://photos.zillowstatic.com/fp/66351e7461f348eedb429970855dbc72-p_e.jpg,"8721 Bay Pkwy APT 3B, Brooklyn, NY 11214","$349,000",349000,"{'latitude': 40.59934, 'longitude': -73.996086}",False,Listing by: Pecoraro Realty of NYC LLC,CONDO,1,1,752,752,5256000,,,1,,FOR_SALE,FOR_SALE
3,447683216,https://www.zillow.com/homedetails/2007-Schenectady-Ave-Brooklyn-NY-11234/447683216_zpid/,https://photos.zillowstatic.com/fp/dce8c5b5690ec32ba1c9774212d3d9d0-p_e.jpg,"2007 Schenectady Ave, Brooklyn, NY 11234","$779,000",779000,"{'latitude': 40.623096, 'longitude': -73.93016}",False,,SINGLE_FAMILY,5,2,1680,1680,,1600,sqft,151,,FOR_SALE,FOR_SALE
3,30662966,https://www.zillow.com/homedetails/4613-Foster-Ave-Brooklyn-NY-11203/30662966_zpid/,https://photos.zillowstatic.com/fp/c0539c3ff3816155ebc09a7153ba0f15-p_e.jpg,"4613 Foster Avenue, Brooklyn, NY 11203","$780,000",780000,"{'latitude': 40.639828, 'longitude': -73.93251}",False,Listing by: EXP Realty,SINGLE_FAMILY,3,2,1344,1344,634000,2000,sqft,16,,FOR_SALE,FOR_SALE
3,32123970,https://www.zillow.com/homedetails/10151-116th-St-Jamaica-NY-11419/32123970_zpid/,https://photos.zillowstatic.com/fp/e7edb995650127c7a925b812884244b9-p_e.jpg,"10151 116th St, Jamaica, NY 11419","$195,000",195000,"{'latitude': 40.687923, 'longitude': -73.827576}",False,Listing by: JOSHUAS REALTY,SINGLE_FAMILY,3,2,0,0,714000,1857,sqft,93,,FOR_SALE,FOR_SALE
3,32286379,https://www.zillow.com/homedetails/160-Bertha-Pl-Staten-Island-NY-10301/32286379_zpid/,https://photos.zillowstatic.com/fp/345e357ed110b052d3a915563bba56b0-p_e.jpg,"160 Bertha Pl, Staten Island, NY 10301","$3,250,000",3250000,"{'latitude': 40.622337, 'longitude': -74.092865}",False,Listing by: Prereal Prendamano Real Estate,SINGLE_FAMILY,6,7,10375,10375,2782000,0.29,acres,86,3116600,FOR_SALE,FOR_SALE
3,215951256,https://www.zillow.com/homedetails/3392-Wayne-Ave-APT-F42-Bronx-NY-10467/215951256_zpid/,https://photos.zillowstatic.com/fp/d3651b3000831d5f46dc5e9dbd0c6274-p_e.jpg,"3392 Wayne Avenue #F42, Bronx, NY 10467","$148,000",148000,"{'latitude': 40.879227, 'longitude': -73.87766}",False,Listing by: Epique Realty,CONDO,1,1,775,775,,,,1,,FOR_SALE,FOR_SALE
4,244822552,https://www.zillow.com/homedetails/1070-Park-Ave-SUITE-1D-New-York-NY-10128/244822552_zpid/,https://photos.zillowstatic.com/fp/d229f60c992cb29bd003fc00aeef8cf1-p_e.jpg,"1070 Park Ave SUITE 1D, New York, NY 10128","$295,000",295000,"{'latitude': 40.78148, 'longitude': -73.95684}",False,Listing by: Brown Harris Stevens,CONDO,2,1,0,0,63117000,,,368,,FOR_SALE,FOR_SALE
4,32197191,https://www.zillow.com/homedetails/11859-235th-St-Jamaica-NY-11411/32197191_zpid/,https://photos.zillowstatic.com/fp/0688460229e02b74c4ddd819c04627c3-p_e.jpg,"11859 235th Street, Cambria Heights, NY 11411","$699,000",699000,"{'latitude': 40.687954, 'longitude': -73.7284}",False,Listing by: Keller Williams Legendary,SINGLE_FAMILY,4,2,1463,1463,647000,4000,sqft,3,,FOR_SALE,FOR_SALE
4,2075711635,https://www.zillow.com/homedetails/15-E-70th-St-New-York-NY-10021/2075711635_zpid/,https://photos.zillowstatic.com/fp/3c4b1e03659027870bd211a19d60e812-p_e.jpg,"15 E 70th St, New York, NY 10021","$2,400,000",2400000,"{'latitude': 40.77075, 'longitude': -73.96679}",False,Listing by: Manhattan Residential Group,CONDO,2,2,2035,2035,,,,47,,FOR_SALE,FOR_SALE
4,32115413,https://www.zillow.com/homedetails/8563-98th-St-Woodhaven-NY-11421/32115413_zpid/,https://photos.zillowstatic.com/fp/94631c6f6aaa528e97710fee710adbed-p_e.jpg,"8563 98th St, Woodhaven, NY 11421","$798,200",798200,"{'latitude': 40.697044, 'longitude': -73.84849}",False,Listing by: 5 Boro Realty Corp,SINGLE_FAMILY,4,3,1800,1800,664000,,,26,795900,FOR_SALE,FOR_SALE
4,111207036,https://www.zillow.com/homedetails/40-40-203rd-St-12B-Bayside-NY-11361/111207036_zpid/,https://photos.zillowstatic.com/fp/1edf3111d753a8ae1331263db96411cc-p_e.jpg,"40-40 203rd St #12B, Bayside, NY 11361","$599,000",599000,"{'latitude': 40.760494, 'longitude': -73.781555}",False,Listing by: NextHome Empire,CONDO,3,2,1200,1200,,,,61,592100,FOR_SALE,FOR_SALE
4,31973050,https://www.zillow.com/homedetails/9211-53rd-Ave-Flushing-NY-11373/31973050_zpid/,https://photos.zillowstatic.com/fp/8b090ae4436c8a7ddf74917b6e155300-p_e.jpg,"92-11 53rd Avenue, Elmhurst, NY 11373","$999,000",999000,"{'latitude': 40.739017, 'longitude': -73.87052}",False,Listing by: B Square Realty,SINGLE_FAMILY,5,3,2013,2013,971000,2502,sqft,5,,FOR_SALE,FOR_SALE
4,219637652,https://www.zillow.com/homedetails/27-Wooster-St-PENTHOUSE-New-York-NY-10013/219637652_zpid/,https://photos.zillowstatic.com/fp/e2c7a7a0251112a09fb4b2baaaa1d9a4-p_e.jpg,"27 Wooster St #PENTHOUSE, New York, NY 10013","$35,000,000",35000000,"{'latitude': 40.721966, 'longitude': -74.00334}",False,Listing by: Compass,CONDO,5,6,6700,6700,1857643,,,45,,FOR_SALE,FOR_SALE
4,32005484,https://www.zillow.com/homedetails/11126-75th-Ave-Forest-Hills-NY-11375/32005484_zpid/,https://photos.zillowstatic.com/fp/de773788e89900895b03be4f1508add3-p_e.jpg,"11126 75th Ave, Forest Hills, NY 11375","$1,288,000",1288000,"{'latitude': 40.71778, 'longitude': -73.83799}",False,Listing by: Terrace Sotheby's International Realty,SINGLE_FAMILY,3,1,1392,1392,1415000,,,11,,FOR_SALE,FOR_SALE
4,31995703,https://www.zillow.com/homedetails/6368-77th-St-Flushing-NY-11379/31995703_zpid/,https://photos.zillowstatic.com/fp/e4921e672ed5b37267610c33c7a3adc2-p_e.jpg,"6368 77th Street, Middle Village, NY 11379","$998,000",998000,"{'latitude': 40.71792, 'longitude': -73.87829}",False,Listing by: Trademarko Realty Inc,SINGLE_FAMILY,3,2,1188,1188,824000,1800,sqft,1,,FOR_SALE,FOR_SALE
4,2079313732,https://www.zillow.com/homedetails/218-20-112th-Ave-Queens-Village-NY-11429/2079313732_zpid/,https://photos.zillowstatic.com/fp/7cb4ebe9696568aa84932e786c81389a-p_e.jpg,"218-20 112th Ave, Queens Village, NY 11429","$327,000",327000,"{'latitude': 40.70557, 'longitude': -73.73928}",False,Listing by: SOWAE CORP,SINGLE_FAMILY,4,2,1280,1280,,2000,sqft,341,325600,FOR_SALE,FOR_SALE
4,32111355,https://www.zillow.com/homedetails/94-27-80th-St-Jamaica-NY-11416/32111355_zpid/,https://photos.zillowstatic.com/fp/a8d05207c4b3a3f19fc66c320b8efefb-p_e.jpg,"9427 80th Street, Ozone Park, NY 11416","$699,000",699000,"{'latitude': 40.68393, 'longitude': -73.86026}",False,Listing by: Real Broker NY LLC,SINGLE_FAMILY,3,3,1,1,629000,2020,sqft,12,,FOR_SALE,FOR_SALE
4,30619215,https://www.zillow.com/homedetails/230-S-2nd-St-Brooklyn-NY-11211/30619215_zpid/,https://photos.zillowstatic.com/fp/c142117545353f5ec23a91c4b0ed484a-p_e.jpg,"230 S 2nd St, Brooklyn, NY 11211","$2,500,000",2500000,"{'latitude': 40.71184, 'longitude': -73.95875}",False,Listing by: BLT MINIMAX REALTY INC,MULTI_FAMILY,5,4,2200,2200,1419000,,,1,2492200,FOR_SALE,FOR_SALE
4,351080110,https://www.zillow.com/homedetails/450-Grand-Ave-6D-Brooklyn-NY-11238/351080110_zpid/,https://photos.zillowstatic.com/fp/354c984560918045c7c067c9d5840c99-p_e.jpg,"450 Grand Ave #6D, Brooklyn, NY 11238","$1,450,000",1450000,"{'latitude': 40.682735, 'longitude': -73.96185}",False,Listing by: Douglas Elliman,CONDO,2,2,0,0,234844,,,1,,FOR_SALE,FOR_SALE
4,244782876,https://www.zillow.com/homedetails/349-W-44th-St-APT-1FE-New-York-NY-10036/244782876_zpid/,https://photos.zillowstatic.com/fp/0c9001498e681934acdd9f0cad33843d-p_e.jpg,"349 W 44th St APT 1FE, New York, NY 10036","$359,000",359000,"{'latitude': 40.75922, 'longitude': -73.99023}",False,Listing by: Douglas Elliman,CONDO,1,1,0,0,2721000,,,93,,FOR_SALE,FOR_SALE
4,30710231,https://www.zillow.com/homedetails/1549-84th-St-Brooklyn-NY-11228/30710231_zpid/,https://photos.zillowstatic.com/fp/2a37bc2b7ef3d20a8c9e55b6d1574aae-p_e.jpg,"1549 84th St, Brooklyn, NY 11228","$1,000,000",1000000,"{'latitude': 40.612, 'longitude': -74.00683}",False,Listing by: Momentum Real Estate LLC,SINGLE_FAMILY,3,2,1344,1344,906000,,,9,997500,FOR_SALE,FOR_SALE
4,32025781,https://www.zillow.com/homedetails/117-Malba-Dr-Malba-NY-11357/32025781_zpid/,https://photos.zillowstatic.com/fp/1f0a7b31104b9b90d3c2e731e8ada4a9-p_e.jpg,"117 Malba Drive, Malba, NY 11357","$6,998,888",6998888,"{'latitude': 40.795444, 'longitude': -73.827805}",False,Listing by: RE/MAX 1st Choice,SINGLE_FAMILY,5,7,8300,8300,4503000,0.5509641873278237,acres,111,,FOR_SALE,FOR_SALE
4,32180154,https://www.zillow.com/homedetails/13901-Linden-Blvd-Jamaica-NY-11436/32180154_zpid/,https://photos.zillowstatic.com/fp/23d8e7b73f100d03814de14fa5b554a1-p_e.jpg,"139-01 Linden Boulevard, South Ozone Park, NY 11436","$599,000",599000,"{'latitude': 40.683617, 'longitude': -73.80429}",False,Listing by: Keller Williams Realty Greater,SINGLE_FAMILY,3,2,1536,1536,634000,2500,sqft,69,,FOR_SALE,FOR_SALE
4,30793651,https://www.zillow.com/homedetails/9-Cyrus-Ave-Brooklyn-NY-11229/30793651_zpid/,https://photos.zillowstatic.com/fp/3f34fd275ea84355fd411122b142dec2-p_e.jpg,"9 Cyrus Ave, Brooklyn, NY 11229","$785,000",785000,"{'latitude': 40.587837, 'longitude': -73.92636}",False,Listing by: RE/MAX Edge,MULTI_FAMILY,4,2,1800,1800,528000,1700,sqft,3,767000,FOR_SALE,FOR_SALE
4,32023827,https://www.zillow.com/homedetails/1830-124th-St-Flushing-NY-11356/32023827_zpid/,https://photos.zillowstatic.com/fp/90bcc5eaf8987c1e82835000e34a1f79-p_e.jpg,"1830 124th Street, College Point, NY 11356","$738,000",738000,"{'latitude': 40.784588, 'longitude': -73.842316}",False,Listing by: Chase Global Realty Corp,SINGLE_FAMILY,4,2,1200,1200,732000,2500,sqft,4,,FOR_SALE,FOR_SALE
4,32375134,https://www.zillow.com/homedetails/29-Truman-St-Staten-Island-NY-10307/32375134_zpid/,https://photos.zillowstatic.com/fp/2ea0667f3272c8f24be4600472ed530b-p_e.jpg,"29 Truman St, Staten Island, NY 10307","$849,999",849999,"{'latitude': 40.5108, 'longitude': -74.23736}",False,Listing by: DiTommaso Real Estate,MULTI_FAMILY,3,1,1938,1938,866000,10454.4,sqft,4,866500,FOR_SALE,FOR_SALE
